"Клиент","Дата","Критерий","Парам. №1","Парам. №2","Переходы (%)","Показы (%)"
"Rusfic_Alphavit_WM_pp","2021-01-28","age","27-30","",0,0
"Rusfic_Alphavit_WM_pp","2021-01-28","age","30-35","",43.7,40.6
"Rusfic_Alphavit_WM_pp","2021-01-28","age","35-45","",56.2,56.4
"Rusfic_Alphavit_WM_pp","2021-01-28","age","45+","",0,0.2
"Rusfic_Alphavit_WM_pp","2021-01-28","cities","Санкт-Петербург","",8.3,13.1
"Rusfic_Alphavit_WM_pp","2021-01-28","cities","Москва","",12.5,12.1
"Rusfic_Alphavit_WM_pp","2021-01-28","cities","Челябинск","",10.4,7.4
"Rusfic_Alphavit_WM_pp","2021-01-28","cities","Уфа","",6.2,4.8
"Rusfic_Alphavit_WM_pp","2021-01-28","cities","Новосибирск","",4.1,4.4
"Rusfic_Alphavit_WM_pp","2021-01-28","cities","Самара","",0,4
"Rusfic_Alphavit_WM_pp","2021-01-28","cities","Магнитогорск","",6.2,3.6
"Rusfic_Alphavit_WM_pp","2021-01-28","cities","Омск","",6.2,3.2
"Rusfic_Alphavit_WM_pp","2021-01-28","cities","Воронеж","",6.2,3.2
"Rusfic_Alphavit_WM_pp","2021-01-28","cities","Красноярск","",2,2.7
"Rusfic_Alphavit_WM_pp","2021-01-28","cities","Тольятти","",0,2.2
"Rusfic_Alphavit_WM_pp","2021-01-28","cities","Тюмень","",0,1.9
"Rusfic_Alphavit_WM_pp","2021-01-28","cities","Белгород","",0,1.9
"Rusfic_Alphavit_WM_pp","2021-01-28","cities","Петрозаводск","",2,1.7
"Rusfic_Alphavit_WM_pp","2021-01-28","cities","Чебоксары","",0,1.6
"Rusfic_Alphavit_WM_pp","2021-01-28","cities","Тула","",0,1.6
"Rusfic_Alphavit_WM_pp","2021-01-28","cities","Ростов-на-Дону","",2,1.5
"Rusfic_Alphavit_WM_pp","2021-01-28","cities","Стерлитамак","",0,1.4
"Rusfic_Alphavit_WM_pp","2021-01-28","cities","Тамбов","",2,1.2
"Rusfic_Alphavit_WM_pp","2021-01-28","cities","Златоуст","",2,1.1
"Rusfic_Alphavit_WM_pp","2021-01-28","gender","Ж","",100,99.9
"Rusfic_Alphavit_WM_pp","2021-01-28","gender_age","Ж","1-18",0,0.2
"Rusfic_Alphavit_WM_pp","2021-01-28","gender_age","Ж","27-30",0,0
"Rusfic_Alphavit_WM_pp","2021-01-28","gender_age","Ж","30-35",43.7,40.6
"Rusfic_Alphavit_WM_pp","2021-01-28","gender_age","Ж","35-45",56.2,56.4
"Rusfic_Alphavit_WM_pp","2021-01-28","gender_age","Ж","45+",0,0.2
"Rusfic_Alphavit_WM_pp","2021-01-29","age","1-18","",0,0.2
"Rusfic_Alphavit_WM_pp","2021-01-29","age","18-21","",0,0
"Rusfic_Alphavit_WM_pp","2021-01-29","age","21-24","",0,0
"Rusfic_Alphavit_WM_pp","2021-01-29","age","24-27","",0,0.3
"Rusfic_Alphavit_WM_pp","2021-01-29","age","27-30","",0,0.6
"Rusfic_Alphavit_WM_pp","2021-01-29","age","30-35","",28.5,39.9
"Rusfic_Alphavit_WM_pp","2021-01-29","age","35-45","",69,54.8
"Rusfic_Alphavit_WM_pp","2021-01-29","age","45+","",2.3,1.3
"Rusfic_Alphavit_WM_pp","2021-01-29","cities","Санкт-Петербург","",9.5,12
"Rusfic_Alphavit_WM_pp","2021-01-29","cities","Москва","",4.7,11.3
"Rusfic_Alphavit_WM_pp","2021-01-29","cities","Челябинск","",4.7,6.3
"Rusfic_Alphavit_WM_pp","2021-01-29","cities","Уфа","",4.7,4.7
"Rusfic_Alphavit_WM_pp","2021-01-29","cities","Новосибирск","",4.7,4
"Rusfic_Alphavit_WM_pp","2021-01-29","cities","Самара","",0,3.6
"Rusfic_Alphavit_WM_pp","2021-01-29","cities","Воронеж","",0,3
"Rusfic_Alphavit_WM_pp","2021-01-29","cities","Магнитогорск","",9.5,2.9
"Rusfic_Alphavit_WM_pp","2021-01-29","cities","Красноярск","",7.1,2.9
"Rusfic_Alphavit_WM_pp","2021-01-29","cities","Омск","",4.7,2.3
"Rusfic_Alphavit_WM_pp","2021-01-29","cities","Тольятти","",0,2
"Rusfic_Alphavit_WM_pp","2021-01-29","cities","Белгород","",0,1.9
"Rusfic_Alphavit_WM_pp","2021-01-29","cities","Чебоксары","",0,1.6
"Rusfic_Alphavit_WM_pp","2021-01-29","cities","Петрозаводск","",7.1,1.6
"Rusfic_Alphavit_WM_pp","2021-01-29","cities","Ростов-на-Дону","",0,1.5
"Rusfic_Alphavit_WM_pp","2021-01-29","cities","Тюмень","",0,1.5
"Rusfic_Alphavit_WM_pp","2021-01-29","cities","Тула","",0,1.5
"Rusfic_Alphavit_WM_pp","2021-01-29","cities","Тамбов","",7.1,1.1
"Rusfic_Alphavit_WM_pp","2021-01-29","cities","Стерлитамак","",7.1,1
"Rusfic_Alphavit_WM_pp","2021-01-29","cities","Новокузнецк","",2.3,1
"Rusfic_Alphavit_WM_pp","2021-01-29","gender","Ж","",100,99.9
"Rusfic_Alphavit_WM_pp","2021-01-29","gender_age","Ж","1-18",0,0.2
"Rusfic_Alphavit_WM_pp","2021-01-29","gender_age","Ж","18-21",0,0
"Rusfic_Alphavit_WM_pp","2021-01-29","gender_age","Ж","21-24",0,0
"Rusfic_Alphavit_WM_pp","2021-01-29","gender_age","Ж","24-27",0,0.3
"Rusfic_Alphavit_WM_pp","2021-01-29","gender_age","Ж","27-30",0,0.6
"Rusfic_Alphavit_WM_pp","2021-01-29","gender_age","Ж","30-35",28.5,39.9
"Rusfic_Alphavit_WM_pp","2021-01-29","gender_age","Ж","35-45",69,54.8
"Rusfic_Alphavit_WM_pp","2021-01-29","gender_age","Ж","45+",2.3,1.3
"Rusfic_Alphavit_WM_pp","2021-01-30","age","1-18","",0,0.2
"Rusfic_Alphavit_WM_pp","2021-01-30","age","18-21","",0,0
"Rusfic_Alphavit_WM_pp","2021-01-30","age","24-27","",0,0.4
"Rusfic_Alphavit_WM_pp","2021-01-30","age","27-30","",3.6,0.7
"Rusfic_Alphavit_WM_pp","2021-01-30","age","30-35","",41.8,41.1
"Rusfic_Alphavit_WM_pp","2021-01-30","age","35-45","",41.8,53.6
"Rusfic_Alphavit_WM_pp","2021-01-30","age","45+","",10.9,1.3
"Rusfic_Alphavit_WM_pp","2021-01-30","cities","Москва","",10.9,13.2
"Rusfic_Alphavit_WM_pp","2021-01-30","cities","Санкт-Петербург","",7.2,12.2
"Rusfic_Alphavit_WM_pp","2021-01-30","cities","Челябинск","",3.6,5.9
"Rusfic_Alphavit_WM_pp","2021-01-30","cities","Уфа","",0,4.6
"Rusfic_Alphavit_WM_pp","2021-01-30","cities","Новосибирск","",5.4,4.2
"Rusfic_Alphavit_WM_pp","2021-01-30","cities","Самара","",0,3.4
"Rusfic_Alphavit_WM_pp","2021-01-30","cities","Красноярск","",0,2.9
"Rusfic_Alphavit_WM_pp","2021-01-30","cities","Воронеж","",7.2,2.9
"Rusfic_Alphavit_WM_pp","2021-01-30","cities","Омск","",3.6,2.6
"Rusfic_Alphavit_WM_pp","2021-01-30","cities","Магнитогорск","",3.6,2.3
"Rusfic_Alphavit_WM_pp","2021-01-30","cities","Тольятти","",0,2
"Rusfic_Alphavit_WM_pp","2021-01-30","cities","Белгород","",1.8,1.8
"Rusfic_Alphavit_WM_pp","2021-01-30","cities","Чебоксары","",1.8,1.8
"Rusfic_Alphavit_WM_pp","2021-01-30","cities","Тула","",0,1.6
"Rusfic_Alphavit_WM_pp","2021-01-30","cities","Ростов-на-Дону","",3.6,1.5
"Rusfic_Alphavit_WM_pp","2021-01-30","cities","Тюмень","",0,1.5
"Rusfic_Alphavit_WM_pp","2021-01-30","cities","Петрозаводск","",3.6,1.4
"Rusfic_Alphavit_WM_pp","2021-01-30","cities","Тамбов","",0,1.1
"Rusfic_Alphavit_WM_pp","2021-01-30","cities","Стерлитамак","",1.8,1.1
"Rusfic_Alphavit_WM_pp","2021-01-30","cities","Новокузнецк","",1.8,0.9
"Rusfic_Alphavit_WM_pp","2021-01-30","gender","Ж","",100,99.9
"Rusfic_Alphavit_WM_pp","2021-01-30","gender_age","Ж","1-18",0,0.2
"Rusfic_Alphavit_WM_pp","2021-01-30","gender_age","Ж","18-21",0,0
"Rusfic_Alphavit_WM_pp","2021-01-30","gender_age","Ж","24-27",0,0.4
"Rusfic_Alphavit_WM_pp","2021-01-30","gender_age","Ж","27-30",3.6,0.7
"Rusfic_Alphavit_WM_pp","2021-01-30","gender_age","Ж","30-35",41.8,41.1
"Rusfic_Alphavit_WM_pp","2021-01-30","gender_age","Ж","35-45",41.8,53.6
"Rusfic_Alphavit_WM_pp","2021-01-30","gender_age","Ж","45+",10.9,1.3
"Rusfic_Alphavit_WM_pp","2021-01-31","age","1-18","",0,0.2
"Rusfic_Alphavit_WM_pp","2021-01-31","age","18-21","",0,0
"Rusfic_Alphavit_WM_pp","2021-01-31","age","24-27","",0,0.1
"Rusfic_Alphavit_WM_pp","2021-01-31","age","27-30","",0,0.3
"Rusfic_Alphavit_WM_pp","2021-01-31","age","30-35","",52.6,41.9
"Rusfic_Alphavit_WM_pp","2021-01-31","age","35-45","",47.3,54.1
"Rusfic_Alphavit_WM_pp","2021-01-31","age","45+","",0,0.6
"Rusfic_Alphavit_WM_pp","2021-01-31","cities","Москва","",17.5,14.4
"Rusfic_Alphavit_WM_pp","2021-01-31","cities","Санкт-Петербург","",12.2,14.2
"Rusfic_Alphavit_WM_pp","2021-01-31","cities","Челябинск","",10.5,5.8
"Rusfic_Alphavit_WM_pp","2021-01-31","cities","Новосибирск","",5.2,4.6
"Rusfic_Alphavit_WM_pp","2021-01-31","cities","Уфа","",7,4.5
"Rusfic_Alphavit_WM_pp","2021-01-31","cities","Самара","",3.5,3.8
"Rusfic_Alphavit_WM_pp","2021-01-31","cities","Красноярск","",3.5,3.1
"Rusfic_Alphavit_WM_pp","2021-01-31","cities","Воронеж","",1.7,3.1
"Rusfic_Alphavit_WM_pp","2021-01-31","cities","Омск","",3.5,2.7
"Rusfic_Alphavit_WM_pp","2021-01-31","cities","Магнитогорск","",5.2,2.3
"Rusfic_Alphavit_WM_pp","2021-01-31","cities","Тольятти","",0,2.2
"Rusfic_Alphavit_WM_pp","2021-01-31","cities","Тюмень","",0,1.8
"Rusfic_Alphavit_WM_pp","2021-01-31","cities","Белгород","",3.5,1.8
"Rusfic_Alphavit_WM_pp","2021-01-31","cities","Чебоксары","",1.7,1.7
"Rusfic_Alphavit_WM_pp","2021-01-31","cities","Ростов-на-Дону","",3.5,1.6
"Rusfic_Alphavit_WM_pp","2021-01-31","cities","Тула","",1.7,1.5
"Rusfic_Alphavit_WM_pp","2021-01-31","cities","Петрозаводск","",0,1.4
"Rusfic_Alphavit_WM_pp","2021-01-31","cities","Тамбов","",1.7,1.2
"Rusfic_Alphavit_WM_pp","2021-01-31","cities","Стерлитамак","",1.7,1.2
"Rusfic_Alphavit_WM_pp","2021-01-31","cities","Новокузнецк","",0,0.9
"Rusfic_Alphavit_WM_pp","2021-01-31","gender","Ж","",100,99.9
"Rusfic_Alphavit_WM_pp","2021-01-31","gender_age","Ж","1-18",0,0.2
"Rusfic_Alphavit_WM_pp","2021-01-31","gender_age","Ж","18-21",0,0
"Rusfic_Alphavit_WM_pp","2021-01-31","gender_age","Ж","24-27",0,0.1
"Rusfic_Alphavit_WM_pp","2021-01-31","gender_age","Ж","27-30",0,0.3
"Rusfic_Alphavit_WM_pp","2021-01-31","gender_age","Ж","30-35",52.6,41.9
"Rusfic_Alphavit_WM_pp","2021-01-31","gender_age","Ж","35-45",47.3,54.1
"Rusfic_Alphavit_WM_pp","2021-01-31","gender_age","Ж","45+",0,0.6
"Rusfic_Alphavit_WM_pp","2021-02-01","age","1-18","",0,0.1
"Rusfic_Alphavit_WM_pp","2021-02-01","age","18-21","",0,0
"Rusfic_Alphavit_WM_pp","2021-02-01","age","21-24","",0,0
"Rusfic_Alphavit_WM_pp","2021-02-01","age","24-27","",0,1.5
"Rusfic_Alphavit_WM_pp","2021-02-01","age","27-30","",6.6,1.8
"Rusfic_Alphavit_WM_pp","2021-02-01","age","30-35","",43.3,41.5
"Rusfic_Alphavit_WM_pp","2021-02-01","age","35-45","",40,50.3
"Rusfic_Alphavit_WM_pp","2021-02-01","age","45+","",6.6,2.4
"Rusfic_Alphavit_WM_pp","2021-02-01","cities","Москва","",3.3,13.7
"Rusfic_Alphavit_WM_pp","2021-02-01","cities","Санкт-Петербург","",16.6,13.7
"Rusfic_Alphavit_WM_pp","2021-02-01","cities","Челябинск","",0,5.1
"Rusfic_Alphavit_WM_pp","2021-02-01","cities","Новосибирск","",0,4.7
"Rusfic_Alphavit_WM_pp","2021-02-01","cities","Уфа","",3.3,4
"Rusfic_Alphavit_WM_pp","2021-02-01","cities","Красноярск","",0,3.4
"Rusfic_Alphavit_WM_pp","2021-02-01","cities","Самара","",6.6,3.2
"Rusfic_Alphavit_WM_pp","2021-02-01","cities","Омск","",6.6,2.9
"Rusfic_Alphavit_WM_pp","2021-02-01","cities","Воронеж","",0,2.8
"Rusfic_Alphavit_WM_pp","2021-02-01","cities","Тюмень","",0,1.9
"Rusfic_Alphavit_WM_pp","2021-02-01","cities","Тольятти","",3.3,1.8
"Rusfic_Alphavit_WM_pp","2021-02-01","cities","Магнитогорск","",0,1.7
"Rusfic_Alphavit_WM_pp","2021-02-01","cities","Белгород","",3.3,1.5
"Rusfic_Alphavit_WM_pp","2021-02-01","cities","Чебоксары","",0,1.5
"Rusfic_Alphavit_WM_pp","2021-02-01","cities","Ростов-на-Дону","",3.3,1.4
"Rusfic_Alphavit_WM_pp","2021-02-01","cities","Петрозаводск","",0,1.3
"Rusfic_Alphavit_WM_pp","2021-02-01","cities","Тула","",3.3,1.2
"Rusfic_Alphavit_WM_pp","2021-02-01","cities","Стерлитамак","",0,1
"Rusfic_Alphavit_WM_pp","2021-02-01","cities","Иркутск","",0,1
"Rusfic_Alphavit_WM_pp","2021-02-01","cities","Тамбов","",3.3,0.9
"Rusfic_Alphavit_WM_pp","2021-02-01","gender","Ж","",100,99.9
"Rusfic_Alphavit_WM_pp","2021-02-01","gender_age","Ж","1-18",0,0.1
"Rusfic_Alphavit_WM_pp","2021-02-01","gender_age","Ж","18-21",0,0
"Rusfic_Alphavit_WM_pp","2021-02-01","gender_age","Ж","21-24",0,0
"Rusfic_Alphavit_WM_pp","2021-02-01","gender_age","Ж","24-27",0,1.5
"Rusfic_Alphavit_WM_pp","2021-02-01","gender_age","Ж","27-30",6.6,1.8
"Rusfic_Alphavit_WM_pp","2021-02-01","gender_age","Ж","30-35",43.3,41.4
"Rusfic_Alphavit_WM_pp","2021-02-01","gender_age","Ж","35-45",40,50.3
"Rusfic_Alphavit_WM_pp","2021-02-01","gender_age","Ж","45+",6.6,2.4
"Rusfic_Alphavit_WM_pp","2021-02-02","age","1-18","",0,0.2
"Rusfic_Alphavit_WM_pp","2021-02-02","age","18-21","",0,0
"Rusfic_Alphavit_WM_pp","2021-02-02","age","21-24","",0,0
"Rusfic_Alphavit_WM_pp","2021-02-02","age","24-27","",2.5,1.5
"Rusfic_Alphavit_WM_pp","2021-02-02","age","27-30","",0,1.3
"Rusfic_Alphavit_WM_pp","2021-02-02","age","30-35","",46.8,41.3
"Rusfic_Alphavit_WM_pp","2021-02-02","age","35-45","",45.5,51.7
"Rusfic_Alphavit_WM_pp","2021-02-02","age","45+","",1.2,1.3
"Rusfic_Alphavit_WM_pp","2021-02-02","cities","Москва","",17.7,16.7
"Rusfic_Alphavit_WM_pp","2021-02-02","cities","Санкт-Петербург","",16.4,14.1
"Rusfic_Alphavit_WM_pp","2021-02-02","cities","Челябинск","",8.8,5.4
"Rusfic_Alphavit_WM_pp","2021-02-02","cities","Самара","",3.7,4.6
"Rusfic_Alphavit_WM_pp","2021-02-02","cities","Уфа","",2.5,4.4
"Rusfic_Alphavit_WM_pp","2021-02-02","cities","Новосибирск","",2.5,3.2
"Rusfic_Alphavit_WM_pp","2021-02-02","cities","Воронеж","",3.7,3.1
"Rusfic_Alphavit_WM_pp","2021-02-02","cities","Омск","",0,3
"Rusfic_Alphavit_WM_pp","2021-02-02","cities","Красноярск","",2.5,2.5
"Rusfic_Alphavit_WM_pp","2021-02-02","cities","Тольятти","",2.5,2
"Rusfic_Alphavit_WM_pp","2021-02-02","cities","Чебоксары","",0,1.7
"Rusfic_Alphavit_WM_pp","2021-02-02","cities","Ростов-на-Дону","",0,1.6
"Rusfic_Alphavit_WM_pp","2021-02-02","cities","Магнитогорск","",5,1.5
"Rusfic_Alphavit_WM_pp","2021-02-02","cities","Белгород","",2.5,1.5
"Rusfic_Alphavit_WM_pp","2021-02-02","cities","Тюмень","",0,1.4
"Rusfic_Alphavit_WM_pp","2021-02-02","cities","Тула","",1.2,1.3
"Rusfic_Alphavit_WM_pp","2021-02-02","cities","Петрозаводск","",1.2,1.3
"Rusfic_Alphavit_WM_pp","2021-02-02","cities","Тамбов","",0,1
"Rusfic_Alphavit_WM_pp","2021-02-02","cities","Старый Оскол","",0,0.6
"Rusfic_Alphavit_WM_pp","2021-02-02","cities","Иркутск","",0,0.5
"Rusfic_Alphavit_WM_pp","2021-02-02","gender","Ж","",100,99.9
"Rusfic_Alphavit_WM_pp","2021-02-02","gender_age","Ж","1-18",0,0.2
"Rusfic_Alphavit_WM_pp","2021-02-02","gender_age","Ж","18-21",0,0
"Rusfic_Alphavit_WM_pp","2021-02-02","gender_age","Ж","21-24",0,0
"Rusfic_Alphavit_WM_pp","2021-02-02","gender_age","Ж","24-27",2.5,1.5
"Rusfic_Alphavit_WM_pp","2021-02-02","gender_age","Ж","27-30",0,1.3
"Rusfic_Alphavit_WM_pp","2021-02-02","gender_age","Ж","30-35",46.8,41.3
"Rusfic_Alphavit_WM_pp","2021-02-02","gender_age","Ж","35-45",45.5,51.7
"Rusfic_Alphavit_WM_pp","2021-02-02","gender_age","Ж","45+",1.2,1.3
"Rusfic_Alphavit_WM_pp","2021-02-03","age","1-18","",0,0.2
"Rusfic_Alphavit_WM_pp","2021-02-03","age","18-21","",0,0
"Rusfic_Alphavit_WM_pp","2021-02-03","age","21-24","",0,0
"Rusfic_Alphavit_WM_pp","2021-02-03","age","24-27","",1.7,4.4
"Rusfic_Alphavit_WM_pp","2021-02-03","age","27-30","",0,4.2
"Rusfic_Alphavit_WM_pp","2021-02-03","age","30-35","",40.3,36.2
"Rusfic_Alphavit_WM_pp","2021-02-03","age","35-45","",42.1,44.9
"Rusfic_Alphavit_WM_pp","2021-02-03","age","45+","",10.5,7.3
"Rusfic_Alphavit_WM_pp","2021-02-03","cities","Москва","",7,13.2
"Rusfic_Alphavit_WM_pp","2021-02-03","cities","Санкт-Петербург","",5.2,10.9
"Rusfic_Alphavit_WM_pp","2021-02-03","cities","Челябинск","",3.5,3.9
"Rusfic_Alphavit_WM_pp","2021-02-03","cities","Новосибирск","",3.5,3.5
"Rusfic_Alphavit_WM_pp","2021-02-03","cities","Уфа","",3.5,3.5
"Rusfic_Alphavit_WM_pp","2021-02-03","cities","Самара","",1.7,3.2
"Rusfic_Alphavit_WM_pp","2021-02-03","cities","Омск","",0,2.6
"Rusfic_Alphavit_WM_pp","2021-02-03","cities","Красноярск","",7,2.5
"Rusfic_Alphavit_WM_pp","2021-02-03","cities","Воронеж","",0,2.3
"Rusfic_Alphavit_WM_pp","2021-02-03","cities","Тольятти","",3.5,1.7
"Rusfic_Alphavit_WM_pp","2021-02-03","cities","Чебоксары","",1.7,1.4
"Rusfic_Alphavit_WM_pp","2021-02-03","cities","Ростов-на-Дону","",1.7,1.3
"Rusfic_Alphavit_WM_pp","2021-02-03","cities","Тюмень","",0,1.2
"Rusfic_Alphavit_WM_pp","2021-02-03","cities","Белгород","",0,1.2
"Rusfic_Alphavit_WM_pp","2021-02-03","cities","Магнитогорск","",1.7,1
"Rusfic_Alphavit_WM_pp","2021-02-03","cities","Тула","",0,1
"Rusfic_Alphavit_WM_pp","2021-02-03","cities","Петрозаводск","",3.5,0.9
"Rusfic_Alphavit_WM_pp","2021-02-03","cities","Иркутск","",0,0.8
"Rusfic_Alphavit_WM_pp","2021-02-03","cities","Тамбов","",3.5,0.7
"Rusfic_Alphavit_WM_pp","2021-02-03","cities","Старый Оскол","",0,0.4
"Rusfic_Alphavit_WM_pp","2021-02-03","gender","Ж","",100,99.9
"Rusfic_Alphavit_WM_pp","2021-02-03","gender_age","Ж","1-18",0,0.2
"Rusfic_Alphavit_WM_pp","2021-02-03","gender_age","Ж","18-21",0,0
"Rusfic_Alphavit_WM_pp","2021-02-03","gender_age","Ж","21-24",0,0
"Rusfic_Alphavit_WM_pp","2021-02-03","gender_age","Ж","24-27",1.7,4.4
"Rusfic_Alphavit_WM_pp","2021-02-03","gender_age","Ж","27-30",0,4.2
"Rusfic_Alphavit_WM_pp","2021-02-03","gender_age","Ж","30-35",40.3,36.2
"Rusfic_Alphavit_WM_pp","2021-02-03","gender_age","Ж","35-45",42.1,44.9
"Rusfic_Alphavit_WM_pp","2021-02-03","gender_age","Ж","45+",10.5,7.3
"Rusfic_Alphavit_WM_pp","2021-02-04","age","1-18","",0,0.2
"Rusfic_Alphavit_WM_pp","2021-02-04","age","18-21","",0,0
"Rusfic_Alphavit_WM_pp","2021-02-04","age","21-24","",0,0
"Rusfic_Alphavit_WM_pp","2021-02-04","age","24-27","",1.4,3.6
"Rusfic_Alphavit_WM_pp","2021-02-04","age","27-30","",4.2,3.9
"Rusfic_Alphavit_WM_pp","2021-02-04","age","30-35","",38,37.1
"Rusfic_Alphavit_WM_pp","2021-02-04","age","35-45","",42.2,45.4
"Rusfic_Alphavit_WM_pp","2021-02-04","age","45+","",11.2,6.9
"Rusfic_Alphavit_WM_pp","2021-02-04","cities","Москва","",12.6,14
"Rusfic_Alphavit_WM_pp","2021-02-04","cities","Санкт-Петербург","",14,11.7
"Rusfic_Alphavit_WM_pp","2021-02-04","cities","Челябинск","",5.6,4.1
"Rusfic_Alphavit_WM_pp","2021-02-04","cities","Самара","",4.2,3.8
"Rusfic_Alphavit_WM_pp","2021-02-04","cities","Уфа","",4.2,3.7
"Rusfic_Alphavit_WM_pp","2021-02-04","cities","Новосибирск","",2.8,3.6
"Rusfic_Alphavit_WM_pp","2021-02-04","cities","Воронеж","",0,2.7
"Rusfic_Alphavit_WM_pp","2021-02-04","cities","Красноярск","",2.8,2.4
"Rusfic_Alphavit_WM_pp","2021-02-04","cities","Омск","",4.2,2.3
"Rusfic_Alphavit_WM_pp","2021-02-04","cities","Тюмень","",1.4,1.7
"Rusfic_Alphavit_WM_pp","2021-02-04","cities","Тольятти","",4.2,1.6
"Rusfic_Alphavit_WM_pp","2021-02-04","cities","Ростов-на-Дону","",2.8,1.5
"Rusfic_Alphavit_WM_pp","2021-02-04","cities","Чебоксары","",1.4,1.5
"Rusfic_Alphavit_WM_pp","2021-02-04","cities","Белгород","",2.8,1.1
"Rusfic_Alphavit_WM_pp","2021-02-04","cities","Тула","",0,1.1
"Rusfic_Alphavit_WM_pp","2021-02-04","cities","Петрозаводск","",0,0.9
"Rusfic_Alphavit_WM_pp","2021-02-04","cities","Иркутск","",2.8,0.8
"Rusfic_Alphavit_WM_pp","2021-02-04","cities","Тамбов","",0,0.7
"Rusfic_Alphavit_WM_pp","2021-02-04","cities","Магнитогорск","",0,0.5
"Rusfic_Alphavit_WM_pp","2021-02-04","cities","Новокузнецк","",0,0.5
"Rusfic_Alphavit_WM_pp","2021-02-04","gender","Ж","",100,99.9
"Rusfic_Alphavit_WM_pp","2021-02-04","gender","М","",0,0
"Rusfic_Alphavit_WM_pp","2021-02-04","gender_age","Ж","1-18",0,0.2
"Rusfic_Alphavit_WM_pp","2021-02-04","gender_age","Ж","18-21",0,0
"Rusfic_Alphavit_WM_pp","2021-02-04","gender_age","Ж","21-24",0,0
"Rusfic_Alphavit_WM_pp","2021-02-04","gender_age","Ж","24-27",1.4,3.6
"Rusfic_Alphavit_WM_pp","2021-02-04","gender_age","Ж","27-30",4.2,3.9
"Rusfic_Alphavit_WM_pp","2021-02-04","gender_age","Ж","30-35",38,37.1
"Rusfic_Alphavit_WM_pp","2021-02-04","gender_age","Ж","35-45",42.2,45.4
"Rusfic_Alphavit_WM_pp","2021-02-04","gender_age","Ж","45+",11.2,6.9
"Rusfic_Alphavit_WM_pp","2021-02-05","age","1-18","",1,0.2
"Rusfic_Alphavit_WM_pp","2021-02-05","age","18-21","",0,0
"Rusfic_Alphavit_WM_pp","2021-02-05","age","21-24","",0,0
"Rusfic_Alphavit_WM_pp","2021-02-05","age","24-27","",4,3.6
"Rusfic_Alphavit_WM_pp","2021-02-05","age","27-30","",2,4
"Rusfic_Alphavit_WM_pp","2021-02-05","age","30-35","",42.8,37.3
"Rusfic_Alphavit_WM_pp","2021-02-05","age","35-45","",35.7,45
"Rusfic_Alphavit_WM_pp","2021-02-05","age","45+","",13.2,7.1
"Rusfic_Alphavit_WM_pp","2021-02-05","cities","Москва","",11.2,14
"Rusfic_Alphavit_WM_pp","2021-02-05","cities","Санкт-Петербург","",9.1,12.3
"Rusfic_Alphavit_WM_pp","2021-02-05","cities","Самара","",2,3.8
"Rusfic_Alphavit_WM_pp","2021-02-05","cities","Уфа","",4,3.4
"Rusfic_Alphavit_WM_pp","2021-02-05","cities","Новосибирск","",2,3.4
"Rusfic_Alphavit_WM_pp","2021-02-05","cities","Челябинск","",4,3.4
"Rusfic_Alphavit_WM_pp","2021-02-05","cities","Воронеж","",5.1,3.1
"Rusfic_Alphavit_WM_pp","2021-02-05","cities","Омск","",4,1.7
"Rusfic_Alphavit_WM_pp","2021-02-05","cities","Красноярск","",1,1.6
"Rusfic_Alphavit_WM_pp","2021-02-05","cities","Тольятти","",3,1.6
"Rusfic_Alphavit_WM_pp","2021-02-05","cities","Ростов-на-Дону","",1,1.5
"Rusfic_Alphavit_WM_pp","2021-02-05","cities","Чебоксары","",1,1.5
"Rusfic_Alphavit_WM_pp","2021-02-05","cities","Белгород","",0,1.1
"Rusfic_Alphavit_WM_pp","2021-02-05","cities","Тюмень","",1,1.1
"Rusfic_Alphavit_WM_pp","2021-02-05","cities","Тула","",3,1
"Rusfic_Alphavit_WM_pp","2021-02-05","cities","Петрозаводск","",1,0.9
"Rusfic_Alphavit_WM_pp","2021-02-05","cities","Тамбов","",1,0.7
"Rusfic_Alphavit_WM_pp","2021-02-05","cities","Иркутск","",3,0.6
"Rusfic_Alphavit_WM_pp","2021-02-05","cities","Краснодар","",1,0.5
"Rusfic_Alphavit_WM_pp","2021-02-05","cities","Казань","",0,0.5
"Rusfic_Alphavit_WM_pp","2021-02-05","gender","Ж","",100,99.9
"Rusfic_Alphavit_WM_pp","2021-02-05","gender","М","",0,0
"Rusfic_Alphavit_WM_pp","2021-02-05","gender_age","Ж","1-18",1,0.2
"Rusfic_Alphavit_WM_pp","2021-02-05","gender_age","Ж","18-21",0,0
"Rusfic_Alphavit_WM_pp","2021-02-05","gender_age","Ж","21-24",0,0
"Rusfic_Alphavit_WM_pp","2021-02-05","gender_age","Ж","24-27",4,3.6
"Rusfic_Alphavit_WM_pp","2021-02-05","gender_age","Ж","27-30",2,4
"Rusfic_Alphavit_WM_pp","2021-02-05","gender_age","Ж","30-35",42.8,37.3
"Rusfic_Alphavit_WM_pp","2021-02-05","gender_age","Ж","35-45",35.7,45
"Rusfic_Alphavit_WM_pp","2021-02-05","gender_age","Ж","45+",13.2,7.1
"Rusfic_Alphavit_WM_pp","2021-02-06","age","1-18","",2.7,0.2
"Rusfic_Alphavit_WM_pp","2021-02-06","age","18-21","",0,0
"Rusfic_Alphavit_WM_pp","2021-02-06","age","21-24","",0,0
